crop,microzone,soil_type,season,nitrogen,phosphorus,potassium,ph,organic_carbon,temperature_avg,temperature_min,temperature_max,humidity_avg,rainfall,rainfall_probability,forecast_rainfall,historical_seasonal_rainfall,wind_speed
onion,canal_command,deep_black_vertisol,rabi,119.8,47.2,62.8,7.88,0.53,25.22,17.78,32.46,72.44,518.61,37.9,43.3,588.7,11.2
onion,canal_command,deep_black_vertisol,summer,93.5,57.3,65.1,7.45,0.49,28.28,19.75,34.46,69.71,439.56,34.1,44.2,452.3,8.8
onion,well_irrigated,deep_black_vertisol,summer,97.8,44.2,59.3,7.83,0.68,19.97,14.75,26.29,58.85,401.21,32.6,38.9,417.4,10.4
onion,well_irrigated,medium_clay_loam,summer,120.1,63.7,56.3,7.23,0.53,19.05,12.14,26.97,62.01,399.11,27.2,37.8,450.9,13.2
onion,well_irrigated,medium_clay_loam,summer,83.3,53.8,59.2,7.22,0.49,24.78,16.96,30.59,65.05,395.62,36.7,47.3,447.6,12.9
onion,canal_command,deep_black_vertisol,rabi,91.8,51.5,73.9,7.44,0.67,26.36,19.2,33.4,49.78,443.05,29.2,50.5,485.1,13.4
onion,canal_command,medium_clay_loam,rabi,84.1,42.6,73.8,7.57,0.51,25.71,17.9,31.91,67.75,401.4,30.8,45.2,348.2,12.4
onion,canal_command,deep_black_vertisol,kharif,106.6,50.9,70.5,7.79,0.5,26.81,18.78,33.49,53.92,467.64,40.6,20.4,413.1,8.7
onion,canal_command,medium_clay_loam,kharif,96.8,41.7,71.9,7.48,0.68,23.17,16.95,29.63,56.91,555.39,43.5,38.1,569.0,8.6
onion,canal_command,medium_clay_loam,kharif,105.0,45.8,76.7,7.35,0.6,28.85,23.51,34.72,70.33,507.89,35.4,40.1,463.7,8.6
onion,canal_command,deep_black_vertisol,rabi,122.0,49.0,72.1,7.89,0.63,28.77,22.01,34.7,57.36,529.02,44.6,22.2,556.8,8.9
onion,canal_command,medium_clay_loam,rabi,99.2,58.4,92.5,7.57,0.45,22.06,15.47,28.42,58.09,508.17,37.1,31.4,509.3,9.0
wheat,well_irrigated,medium_clay_loam,rabi,129.6,50.8,47.4,7.93,0.61,15.42,6.63,20.94,35.86,420.44,29.2,25.2,443.8,7.6
wheat,canal_command,deep_black_vertisol,rabi,107.2,64.7,38.6,7.75,0.64,16.24,9.56,24.64,58.31,452.21,30.4,50.7,408.0,7.1
wheat,canal_command,deep_black_vertisol,rabi,98.8,51.2,45.8,7.86,0.58,15.2,7.94,23.19,46.12,510.64,36.1,47.1,573.7,12.6
wheat,canal_command,deep_black_vertisol,rabi,121.9,47.8,41.4,7.75,0.57,22.94,17.0,28.99,52.6,380.12,29.2,15.8,339.2,9.7
wheat,well_irrigated,medium_clay_loam,rabi,117.4,42.9,34.6,7.37,0.51,16.14,9.39,24.06,52.08,397.68,29.0,26.4,406.2,11.4
wheat,canal_command,deep_black_vertisol,rabi,112.6,60.8,39.2,7.78,0.56,15.35,9.61,23.92,58.47,482.67,38.5,31.1,446.1,13.4
wheat,canal_command,medium_clay_loam,rabi,82.8,60.2,49.7,7.88,0.54,17.66,11.87,24.11,51.67,426.0,33.5,24.9,463.2,13.5
wheat,canal_command,medium_clay_loam,rabi,91.5,52.0,38.1,7.91,0.41,23.06,15.45,31.01,35.07,456.8,31.0,37.9,496.0,10.7
wheat,canal_command,medium_clay_loam,rabi,122.9,45.8,46.1,7.43,0.6,23.46,17.12,30.58,51.46,363.51,30.8,40.0,385.4,10.0
wheat,well_irrigated,deep_black_vertisol,rabi,116.7,49.1,38.1,7.69,0.63,21.52,14.31,29.6,44.27,474.18,34.2,29.6,489.8,9.3
wheat,well_irrigated,deep_black_vertisol,rabi,103.0,54.1,43.9,7.84,0.62,18.19,9.38,25.74,54.69,468.96,35.8,37.9,497.4,7.6
wheat,canal_command,deep_black_vertisol,rabi,95.6,47.1,44.6,7.49,0.58,18.46,10.37,24.03,40.12,466.6,33.7,26.3,523.0,10.5
wheat,well_irrigated,deep_black_vertisol,rabi,101.1,45.1,37.8,7.64,0.47,21.92,15.35,29.84,40.18,414.1,33.7,43.7,408.6,6.1
wheat,well_irrigated,deep_black_vertisol,rabi,112.4,40.1,35.1,7.65,0.55,15.59,7.77,22.76,48.14,399.65,35.3,16.9,347.5,10.8
wheat,canal_command,medium_clay_loam,rabi,96.1,48.7,34.2,7.61,0.41,17.7,10.59,24.57,59.99,416.09,25.7,45.8,425.1,9.1
wheat,well_irrigated,deep_black_vertisol,rabi,119.7,40.9,49.7,7.91,0.54,16.0,10.14,22.12,41.03,434.58,32.7,32.8,455.6,13.6
wheat,canal_command,deep_black_vertisol,rabi,123.6,40.8,38.1,7.85,0.6,23.35,15.53,29.33,47.64,355.5,34.4,40.7,375.5,11.2
wheat,canal_command,medium_clay_loam,rabi,89.9,61.4,33.9,7.41,0.45,19.58,14.08,28.33,59.16,515.55,41.2,59.6,592.5,6.3
wheat,well_irrigated,medium_clay_loam,rabi,113.5,57.5,32.4,7.91,0.41,17.86,8.89,24.55,38.28,514.78,39.8,36.7,496.5,13.9
wheat,canal_command,medium_clay_loam,rabi,82.2,46.7,31.1,7.95,0.57,22.98,15.11,28.5,58.51,502.98,36.7,24.6,533.8,8.8
wheat,canal_command,deep_black_vertisol,rabi,124.8,41.3,32.8,7.72,0.55,15.3,8.71,22.64,53.45,403.75,27.3,46.5,391.1,9.9
wheat,well_irrigated,deep_black_vertisol,rabi,110.6,47.1,43.1,7.76,0.55,15.9,6.92,22.5,50.96,500.58,34.2,51.0,571.4,9.4
wheat,well_irrigated,deep_black_vertisol,rabi,100.3,62.6,33.2,7.32,0.63,22.39,13.5,27.63,38.9,367.9,21.1,16.4,383.3,11.5
wheat,canal_command,medium_clay_loam,rabi,85.6,62.7,34.0,7.82,0.62,20.22,14.23,26.45,57.14,400.7,35.0,47.8,460.8,12.0
wheat,canal_command,medium_clay_loam,rabi,121.3,64.8,37.5,7.48,0.43,16.27,7.85,23.62,56.84,484.21,34.2,53.2,472.3,11.4
wheat,canal_command,deep_black_vertisol,rabi,81.1,63.4,48.1,7.68,0.54,21.35,15.29,27.23,51.85,367.75,28.1,29.2,354.7,9.6
wheat,well_irrigated,medium_clay_loam,rabi,97.8,48.4,40.0,7.77,0.64,16.3,7.81,22.43,49.78,442.95,30.1,29.0,489.8,10.5
wheat,canal_command,deep_black_vertisol,rabi,89.0,40.4,34.2,7.66,0.53,17.29,12.0,25.27,53.95,519.63,44.8,59.3,566.1,13.2
wheat,well_irrigated,medium_clay_loam,rabi,86.4,55.6,31.1,7.92,0.52,21.28,16.07,28.41,42.53,398.44,34.4,30.2,382.1,9.1
wheat,canal_command,medium_clay_loam,rabi,108.6,51.8,39.9,7.87,0.49,18.5,10.48,23.79,56.63,423.13,31.6,42.6,393.4,10.7
wheat,canal_command,deep_black_vertisol,rabi,129.0,52.4,48.7,7.3,0.62,17.8,11.55,23.71,42.93,386.29,24.3,31.2,376.6,13.2
wheat,canal_command,medium_clay_loam,rabi,116.0,55.8,32.0,7.95,0.54,17.25,11.43,22.8,45.62,373.04,26.6,19.4,390.6,9.3
wheat,canal_command,deep_black_vertisol,rabi,107.5,57.0,48.8,7.75,0.49,19.05,10.6,24.57,43.14,448.14,30.6,23.2,509.3,11.4
wheat,well_irrigated,deep_black_vertisol,rabi,84.8,52.4,46.4,7.84,0.63,16.27,9.77,22.4,56.52,433.02,36.9,41.8,418.6,6.2
wheat,canal_command,medium_clay_loam,rabi,124.7,46.4,34.8,7.48,0.48,15.97,8.18,21.8,58.15,386.67,33.0,28.7,423.7,8.0
wheat,canal_command,deep_black_vertisol,rabi,126.5,58.9,31.0,7.89,0.63,23.94,18.44,31.4,39.99,394.63,26.6,46.7,405.9,12.0
wheat,canal_command,deep_black_vertisol,rabi,80.4,40.9,41.9,7.57,0.62,17.72,10.99,24.83,41.83,504.44,42.4,32.8,552.5,9.7
wheat,well_irrigated,medium_clay_loam,rabi,89.1,63.8,46.8,7.57,0.56,23.49,17.64,28.72,48.44,374.24,27.1,41.7,318.9,7.5
wheat,canal_command,deep_black_vertisol,rabi,105.8,54.0,43.4,7.6,0.43,15.93,7.91,21.81,35.7,516.53,37.6,50.7,567.8,13.8
wheat,well_irrigated,deep_black_vertisol,rabi,86.8,60.6,48.4,7.85,0.45,18.7,11.3,24.34,40.27,398.09,29.6,32.2,435.6,10.1
wheat,canal_command,deep_black_vertisol,rabi,125.7,60.8,35.1,7.53,0.53,15.13,6.51,20.31,43.06,446.76,35.0,26.1,406.7,10.1
wheat,canal_command,medium_clay_loam,rabi,93.2,47.0,38.3,7.4,0.53,20.99,12.84,28.83,38.69,427.53,40.5,17.7,419.9,6.3
wheat,canal_command,deep_black_vertisol,rabi,114.2,58.1,47.9,7.83,0.41,18.34,12.25,24.89,39.0,366.61,31.4,27.9,369.1,10.2
wheat,canal_command,medium_clay_loam,rabi,114.6,41.2,44.2,7.71,0.45,15.44,10.01,22.54,53.96,406.89,34.7,46.7,371.9,9.0
wheat,well_irrigated,deep_black_vertisol,rabi,97.2,58.6,42.5,7.59,0.64,21.61,16.37,29.59,35.6,460.55,30.2,50.6,438.0,7.7
wheat,well_irrigated,deep_black_vertisol,rabi,94.3,62.9,45.6,7.47,0.64,18.21,10.61,26.19,35.57,513.02,42.9,28.3,567.0,8.8
wheat,canal_command,deep_black_vertisol,rabi,84.3,42.9,44.3,7.35,0.63,21.67,15.33,28.13,47.66,411.36,31.1,31.1,377.2,12.3
wheat,canal_command,deep_black_vertisol,rabi,114.3,57.1,30.5,7.93,0.48,21.7,13.66,29.3,44.87,453.43,35.5,45.8,399.0,6.3
wheat,canal_command,medium_clay_loam,rabi,85.2,60.9,41.0,7.78,0.57,22.57,17.04,30.21,49.38,355.25,25.5,24.3,304.9,7.6
wheat,well_irrigated,medium_clay_loam,rabi,90.6,47.2,48.2,7.65,0.47,20.39,14.58,25.68,35.52,511.76,37.8,53.2,585.6,11.8
wheat,canal_command,deep_black_vertisol,rabi,116.8,57.3,36.7,7.37,0.54,20.19,11.38,26.96,52.27,447.75,37.6,35.6,449.5,7.4
wheat,well_irrigated,deep_black_vertisol,rabi,103.2,55.1,39.8,7.64,0.42,16.72,10.43,23.39,49.85,496.77,46.5,20.5,489.2,7.3
wheat,well_irrigated,deep_black_vertisol,rabi,107.6,60.8,46.0,7.37,0.63,15.99,8.46,23.68,52.0,395.11,24.1,16.4,402.5,8.6
wheat,canal_command,medium_clay_loam,rabi,112.8,43.7,46.8,7.4,0.62,19.05,11.85,27.63,42.5,380.91,29.5,22.7,384.1,9.6
wheat,canal_command,medium_clay_loam,rabi,123.2,55.2,30.0,7.86,0.48,17.88,11.35,25.4,46.05,456.87,37.6,39.3,403.3,7.2
wheat,well_irrigated,deep_black_vertisol,rabi,82.1,60.2,41.0,7.52,0.43,19.36,12.26,27.16,59.25,423.94,28.0,29.5,465.5,9.2
wheat,well_irrigated,medium_clay_loam,rabi,97.2,58.1,30.3,7.5,0.56,16.67,10.46,23.62,45.55,368.02,27.4,19.9,328.4,13.5
wheat,canal_command,medium_clay_loam,rabi,102.6,52.9,32.7,7.99,0.46,19.13,13.26,26.11,53.9,438.59,29.8,26.3,472.7,8.3
wheat,canal_command,medium_clay_loam,rabi,98.5,43.8,35.2,7.41,0.62,21.59,14.34,27.48,47.76,438.54,36.0,17.9,405.3,10.7
wheat,well_irrigated,deep_black_vertisol,rabi,118.5,48.0,46.8,7.88,0.57,20.99,13.19,28.69,44.67,466.08,34.7,31.0,528.3,13.2
wheat,canal_command,medium_clay_loam,rabi,97.5,43.3,32.5,7.87,0.63,22.0,13.09,27.87,38.52,438.52,34.0,30.3,433.0,12.6
wheat,canal_command,deep_black_vertisol,rabi,119.6,45.8,48.6,7.91,0.4,16.16,9.17,23.0,52.71,365.25,27.6,32.6,336.1,11.2
wheat,canal_command,deep_black_vertisol,rabi,91.1,43.7,41.5,7.98,0.46,18.2,12.17,24.26,45.1,469.32,30.7,40.0,487.4,6.3
wheat,canal_command,deep_black_vertisol,rabi,107.5,50.3,46.8,7.99,0.56,22.87,15.47,30.63,52.2,469.81,35.5,40.4,483.1,8.6
wheat,canal_command,medium_clay_loam,rabi,97.5,59.1,41.7,7.4,0.61,22.95,16.08,28.78,58.69,499.99,37.0,47.1,451.3,8.0
wheat,well_irrigated,deep_black_vertisol,rabi,101.3,62.3,38.6,7.67,0.64,17.7,11.54,25.9,41.94,491.42,33.3,24.0,550.6,6.8
wheat,well_irrigated,medium_clay_loam,rabi,115.9,45.6,33.3,7.88,0.49,19.1,13.98,25.64,54.26,489.62,37.0,40.7,525.3,11.6
wheat,well_irrigated,deep_black_vertisol,rabi,91.6,63.7,30.6,7.4,0.54,21.64,14.49,28.06,59.45,469.65,43.0,20.3,432.4,12.7
wheat,canal_command,medium_clay_loam,rabi,89.1,41.8,34.5,7.67,0.57,21.97,16.79,28.68,38.06,423.3,35.7,44.2,440.7,9.5
wheat,canal_command,deep_black_vertisol,rabi,113.9,60.5,41.3,7.67,0.58,15.18,7.42,23.92,52.85,356.25,26.7,37.3,405.3,9.0
wheat,canal_command,medium_clay_loam,rabi,122.1,61.6,32.5,7.89,0.48,20.34,13.18,27.99,53.51,424.95,34.1,32.6,366.0,13.1
wheat,well_irrigated,medium_clay_loam,rabi,124.9,44.8,49.7,7.87,0.58,21.09,13.75,28.98,45.55,493.7,39.5,50.2,537.0,11.6
wheat,well_irrigated,deep_black_vertisol,rabi,82.8,60.0,35.2,7.71,0.51,15.2,10.04,23.51,50.19,439.05,30.8,44.1,475.3,13.6
wheat,canal_command,deep_black_vertisol,rabi,127.5,63.5,30.2,7.42,0.61,18.02,12.64,26.16,46.36,433.71,29.6,40.3,440.4,7.5
wheat,canal_command,deep_black_vertisol,rabi,97.0,54.9,48.5,7.94,0.47,21.62,13.52,29.86,49.27,351.79,27.2,20.9,367.2,12.1
wheat,canal_command,deep_black_vertisol,rabi,124.9,54.8,34.1,7.48,0.51,16.1,10.78,23.82,45.18,473.46,35.7,42.0,465.4,6.9
wheat,canal_command,deep_black_vertisol,rabi,107.2,42.1,46.6,7.74,0.54,16.2,10.05,23.17,50.83,381.15,27.6,20.9,380.3,6.1
wheat,well_irrigated,medium_clay_loam,rabi,102.8,48.7,42.6,7.33,0.44,18.89,12.47,25.46,55.09,500.68,29.0,53.5,494.5,8.0
wheat,well_irrigated,deep_black_vertisol,rabi,129.3,60.6,49.9,7.42,0.44,19.53,11.98,25.21,56.51,440.44,39.7,19.1,506.5,9.3
wheat,well_irrigated,medium_clay_loam,rabi,83.1,61.3,49.9,7.87,0.61,20.63,11.94,25.78,54.17,464.02,39.8,38.8,466.1,6.4
wheat,canal_command,medium_clay_loam,rabi,83.9,60.1,32.8,7.59,0.62,20.04,13.53,25.24,51.81,517.71,36.6,30.6,469.1,13.3
wheat,well_irrigated,medium_clay_loam,rabi,91.8,46.1,42.3,7.52,0.57,23.53,15.98,31.54,53.79,406.22,31.7,18.0,379.7,6.1
wheat,canal_command,medium_clay_loam,rabi,125.3,64.0,30.5,7.99,0.48,22.59,16.87,27.84,44.46,496.02,33.5,34.7,491.4,7.8
wheat,canal_command,medium_clay_loam,rabi,105.7,54.6,39.3,7.79,0.58,18.96,13.39,26.53,54.32,458.48,38.8,26.8,478.4,10.7
wheat,well_irrigated,deep_black_vertisol,rabi,126.0,56.3,35.6,7.63,0.61,18.02,10.92,25.74,53.86,379.56,21.9,31.9,335.8,10.5
wheat,well_irrigated,deep_black_vertisol,rabi,102.9,61.2,45.2,7.72,0.49,16.68,10.29,24.4,41.58,422.57,39.8,42.8,471.2,9.1
wheat,canal_command,medium_clay_loam,rabi,97.1,50.8,32.9,7.42,0.44,16.18,10.46,21.99,37.8,458.84,38.8,23.3,506.7,13.9
wheat,canal_command,deep_black_vertisol,rabi,126.6,61.9,43.5,7.76,0.45,16.05,9.39,21.8,37.56,401.4,29.2,16.6,376.4,12.9
wheat,canal_command,medium_clay_loam,rabi,105.5,44.5,49.3,7.71,0.53,15.08,8.14,23.43,40.49,409.71,29.5,35.6,431.7,6.2
wheat,canal_command,medium_clay_loam,rabi,102.2,48.1,31.1,7.88,0.41,20.88,14.62,26.65,51.68,447.67,36.2,36.3,413.6,8.5
wheat,canal_command,medium_clay_loam,rabi,95.7,46.1,45.0,7.31,0.47,18.38,9.85,27.18,52.91,433.73,25.8,50.3,383.7,11.1
wheat,well_irrigated,deep_black_vertisol,rabi,125.0,58.1,30.6,7.32,0.53,19.36,12.59,25.57,59.67,396.24,26.9,28.7,357.0,9.9
wheat,canal_command,medium_clay_loam,rabi,125.9,61.5,34.0,7.91,0.45,20.64,15.31,29.16,36.29,444.34,32.4,19.3,468.7,12.2
wheat,canal_command,medium_clay_loam,rabi,108.0,63.3,36.1,7.33,0.57,22.08,13.25,27.71,44.8,493.5,33.2,44.4,459.4,12.5
wheat,well_irrigated,deep_black_vertisol,rabi,86.2,63.0,33.5,7.7,0.55,18.33,11.92,26.0,44.71,393.37,34.4,32.5,408.1,9.2
wheat,well_irrigated,medium_clay_loam,rabi,101.9,41.7,49.1,7.86,0.5,23.84,17.46,30.33,50.24,396.64,32.1,20.7,350.0,11.6
wheat,canal_command,medium_clay_loam,rabi,107.8,42.7,49.3,7.7,0.44,17.8,9.6,24.9,39.7,367.48,32.5,41.9,339.7,9.4
wheat,canal_command,medium_clay_loam,rabi,126.0,62.6,49.0,7.89,0.55,18.69,11.72,27.18,42.53,377.07,23.1,40.0,406.7,7.1
wheat,canal_command,deep_black_vertisol,rabi,93.7,56.9,30.8,7.7,0.5,23.8,16.77,31.01,52.81,432.37,35.1,31.5,455.7,7.8
wheat,canal_command,medium_clay_loam,rabi,121.5,56.5,44.7,7.96,0.64,23.72,16.22,30.26,38.33,415.54,31.4,46.2,418.5,13.5
wheat,canal_command,deep_black_vertisol,rabi,95.4,51.4,44.3,7.58,0.45,19.87,13.97,28.76,44.76,504.64,39.7,51.7,514.8,7.8
wheat,well_irrigated,deep_black_vertisol,rabi,81.9,55.5,32.6,7.54,0.57,15.88,10.37,21.13,59.9,415.8,26.4,26.4,447.4,13.2
wheat,well_irrigated,medium_clay_loam,rabi,104.9,60.6,46.3,7.86,0.61,16.9,9.97,23.84,57.26,400.47,37.9,24.6,389.7,13.5
wheat,well_irrigated,medium_clay_loam,rabi,105.6,63.3,44.7,7.7,0.62,20.99,13.4,26.98,44.87,466.16,32.7,30.4,426.4,13.1
wheat,canal_command,deep_black_vertisol,rabi,83.4,57.9,44.1,7.55,0.62,19.52,11.94,25.36,45.43,496.61,30.9,25.9,465.3,7.7
wheat,canal_command,medium_clay_loam,rabi,126.2,58.5,36.3,7.83,0.41,19.74,13.74,25.2,57.09,383.89,25.0,28.0,328.0,12.6
wheat,well_irrigated,medium_clay_loam,rabi,109.8,48.6,35.6,7.35,0.64,19.45,14.1,27.92,41.97,384.61,25.8,30.2,430.3,8.2
wheat,well_irrigated,medium_clay_loam,rabi,96.6,49.9,41.7,7.94,0.5,15.62,9.23,21.38,51.29,354.97,27.1,29.7,331.3,8.3
wheat,canal_command,medium_clay_loam,rabi,85.7,63.6,35.8,7.95,0.48,22.04,16.05,29.72,43.09,436.56,39.0,19.8,403.7,11.4
wheat,well_irrigated,deep_black_vertisol,rabi,80.9,46.3,34.6,7.47,0.53,20.24,11.6,26.78,58.16,460.83,41.9,49.2,486.8,13.3
wheat,well_irrigated,medium_clay_loam,rabi,92.1,45.6,49.0,7.97,0.58,22.95,14.28,30.0,50.73,421.19,31.3,39.5,411.3,9.3
wheat,well_irrigated,medium_clay_loam,rabi,96.6,43.3,46.2,7.77,0.46,19.83,13.22,28.58,50.18,376.93,26.2,41.1,396.3,10.0
wheat,well_irrigated,deep_black_vertisol,rabi,92.5,62.2,45.1,7.81,0.49,22.99,15.44,31.4,44.02,374.76,35.2,30.3,379.9,8.7
wheat,canal_command,medium_clay_loam,rabi,88.5,47.9,47.8,7.69,0.55,19.3,12.11,25.09,48.67,519.52,29.5,22.6,565.7,10.5
wheat,well_irrigated,medium_clay_loam,rabi,87.7,61.6,34.0,7.94,0.51,21.69,14.5,27.71,51.78,512.85,37.9,21.8,545.3,12.2
wheat,canal_command,deep_black_vertisol,rabi,111.8,62.6,44.0,7.56,0.45,23.32,17.91,30.49,42.85,396.14,29.4,23.2,445.6,11.2
wheat,canal_command,deep_black_vertisol,rabi,113.9,58.2,43.7,7.93,0.46,15.77,10.55,24.29,59.33,401.43,28.4,31.1,421.0,11.5
wheat,canal_command,deep_black_vertisol,rabi,102.7,55.8,40.8,7.34,0.59,16.55,11.42,23.36,56.64,375.64,28.9,18.3,360.3,6.1
wheat,canal_command,deep_black_vertisol,rabi,89.7,60.0,45.1,7.79,0.52,18.29,11.78,25.3,36.93,465.99,32.0,25.4,522.1,8.8
wheat,canal_command,deep_black_vertisol,rabi,124.1,54.3,47.3,7.63,0.63,16.9,9.68,22.41,46.18,446.88,29.8,30.9,390.1,10.8
wheat,well_irrigated,medium_clay_loam,rabi,104.4,43.4,48.7,7.97,0.61,22.59,17.2,31.57,45.01,377.73,28.9,19.0,374.9,12.5
wheat,canal_command,medium_clay_loam,rabi,102.3,41.7,39.7,7.63,0.47,23.29,16.62,31.75,37.74,404.21,24.2,29.4,357.1,7.4
wheat,well_irrigated,medium_clay_loam,rabi,97.7,45.6,42.8,7.97,0.45,21.41,13.44,28.4,57.44,514.29,43.9,37.2,486.0,8.9
wheat,well_irrigated,deep_black_vertisol,rabi,119.5,42.9,32.4,7.95,0.42,21.2,15.29,26.34,36.49,413.5,35.9,36.3,431.8,6.6
wheat,canal_command,medium_clay_loam,rabi,117.1,52.3,38.6,7.58,0.51,23.71,15.99,29.97,53.35,406.15,37.0,28.5,451.1,7.0
wheat,canal_command,medium_clay_loam,rabi,97.5,65.0,39.6,7.86,0.6,23.34,18.0,29.42,54.19,445.64,32.8,23.8,416.4,10.5
wheat,canal_command,medium_clay_loam,rabi,93.9,45.3,31.8,7.41,0.59,21.47,16.29,27.28,49.01,404.85,31.5,34.4,386.9,12.6
wheat,canal_command,medium_clay_loam,rabi,84.5,40.2,30.3,7.59,0.46,16.42,8.95,25.4,39.44,442.89,34.1,50.8,415.2,7.0
wheat,canal_command,deep_black_vertisol,rabi,94.2,60.2,34.2,7.5,0.45,17.38,9.04,24.93,45.15,515.16,29.6,42.2,523.4,9.7
wheat,well_irrigated,deep_black_vertisol,rabi,129.9,64.4,49.2,7.99,0.6,23.9,15.33,30.56,54.62,505.05,43.2,37.3,439.3,11.7
wheat,canal_command,medium_clay_loam,rabi,127.6,49.1,33.0,7.53,0.55,17.85,10.41,26.72,51.77,411.65,26.7,32.9,430.6,13.5
wheat,canal_command,medium_clay_loam,rabi,126.8,47.9,33.1,7.35,0.58,22.16,15.52,28.74,58.86,505.84,38.7,51.8,524.5,7.9
wheat,well_irrigated,deep_black_vertisol,rabi,97.8,44.4,35.9,7.73,0.49,18.55,11.39,23.9,53.47,418.29,31.3,38.4,404.8,9.8
wheat,canal_command,deep_black_vertisol,rabi,122.3,46.0,43.8,7.35,0.64,18.14,9.81,24.41,50.82,517.21,39.1,27.3,524.6,13.0
wheat,well_irrigated,medium_clay_loam,rabi,101.7,48.4,36.7,7.68,0.45,19.84,13.72,25.99,53.47,355.03,25.0,33.2,341.2,9.0
wheat,well_irrigated,deep_black_vertisol,rabi,124.2,64.5,30.4,7.68,0.49,17.49,11.15,25.05,39.77,505.19,27.7,33.4,545.4,9.7
wheat,well_irrigated,deep_black_vertisol,rabi,101.6,48.9,36.8,7.54,0.41,16.37,10.8,25.32,35.55,378.4,25.1,17.5,397.7,13.8
wheat,well_irrigated,medium_clay_loam,rabi,113.6,64.5,40.6,7.45,0.56,19.62,12.48,26.53,51.84,447.23,42.0,47.4,415.7,13.9
wheat,canal_command,medium_clay_loam,rabi,90.7,59.6,33.0,7.63,0.6,17.52,9.17,25.1,44.94,421.98,34.4,40.8,475.5,13.4
wheat,canal_command,medium_clay_loam,rabi,109.2,62.6,46.6,7.8,0.41,18.36,10.83,25.45,42.98,374.55,24.0,23.5,344.6,10.4
wheat,well_irrigated,medium_clay_loam,rabi,119.3,52.2,34.3,7.38,0.52,22.15,14.54,28.08,45.92,495.39,28.5,24.7,428.5,7.4
wheat,canal_command,medium_clay_loam,rabi,81.0,42.6,37.0,7.33,0.5,16.17,9.77,24.34,50.66,425.72,33.9,38.1,382.8,6.7
wheat,well_irrigated,medium_clay_loam,rabi,113.2,62.8,39.2,7.33,0.62,15.6,7.13,22.17,44.13,442.28,32.9,42.3,452.9,13.7
wheat,well_irrigated,medium_clay_loam,rabi,121.5,40.9,36.5,7.97,0.64,15.1,9.3,24.08,47.32,447.39,37.3,49.9,411.3,7.3
wheat,well_irrigated,deep_black_vertisol,rabi,91.4,63.0,44.1,7.84,0.49,23.18,15.02,31.18,59.27,412.25,27.8,38.0,415.5,10.9
wheat,canal_command,medium_clay_loam,rabi,124.1,48.6,37.7,7.77,0.52,15.8,9.25,21.18,39.77,351.22,26.8,23.3,355.2,7.5
wheat,well_irrigated,deep_black_vertisol,rabi,107.0,57.6,37.2,7.83,0.56,19.14,13.36,25.35,50.52,422.43,35.4,29.2,441.1,13.1
wheat,well_irrigated,deep_black_vertisol,rabi,107.9,59.7,47.3,7.37,0.49,20.76,15.62,28.52,48.2,399.06,30.8,25.2,457.9,12.5
wheat,canal_command,medium_clay_loam,rabi,115.4,41.5,48.1,7.85,0.46,18.53,12.46,27.47,56.35,508.14,32.4,28.8,455.0,12.3
wheat,canal_command,medium_clay_loam,rabi,126.0,64.8,35.7,7.79,0.55,19.4,11.74,25.89,58.61,469.93,34.4,27.9,423.2,12.0
wheat,canal_command,deep_black_vertisol,rabi,118.3,63.5,38.5,7.84,0.52,17.66,9.7,25.85,40.07,401.88,26.3,22.0,456.7,10.0
wheat,well_irrigated,deep_black_vertisol,rabi,116.7,41.8,47.9,7.61,0.56,23.64,18.24,30.57,36.24,434.92,33.6,49.1,421.7,8.0
wheat,well_irrigated,deep_black_vertisol,rabi,123.0,64.6,40.1,7.62,0.42,15.11,7.68,20.38,44.51,350.61,22.2,22.3,357.9,10.9
wheat,canal_command,medium_clay_loam,rabi,103.1,60.1,32.2,7.36,0.41,19.82,12.0,25.34,50.97,431.08,31.5,42.0,451.4,13.9
wheat,well_irrigated,deep_black_vertisol,rabi,129.9,64.5,40.8,7.62,0.52,18.86,11.73,24.95,58.17,433.34,39.7,29.0,449.6,12.7
wheat,well_irrigated,medium_clay_loam,rabi,98.4,62.0,32.3,7.64,0.45,22.75,16.74,30.28,39.14,418.84,30.6,22.3,439.3,13.2
wheat,well_irrigated,medium_clay_loam,rabi,100.8,53.5,41.5,7.72,0.56,17.45,10.84,22.6,54.22,492.31,35.8,31.2,506.7,7.6
wheat,well_irrigated,medium_clay_loam,rabi,102.4,61.8,40.3,7.4,0.56,19.16,10.42,25.73,45.07,460.63,25.6,32.2,528.3,10.2
wheat,well_irrigated,deep_black_vertisol,rabi,93.9,61.6,30.1,7.44,0.55,16.46,7.52,23.32,49.93,377.26,32.0,38.8,351.1,8.3
wheat,well_irrigated,medium_clay_loam,rabi,94.5,54.7,42.1,7.39,0.54,15.11,8.1,22.9,36.82,509.58,46.9,58.6,449.6,9.7
wheat,well_irrigated,deep_black_vertisol,rabi,85.5,51.5,48.8,7.46,0.41,22.14,14.75,29.19,35.86,461.05,35.4,44.5,424.1,7.4
wheat,canal_command,deep_black_vertisol,rabi,106.9,61.4,35.4,7.83,0.54,15.44,8.81,21.17,43.98,415.17,33.0,36.5,424.0,9.8
wheat,canal_command,medium_clay_loam,rabi,117.5,63.7,37.0,7.43,0.54,21.34,13.63,28.79,38.66,492.26,36.6,36.1,509.7,9.4
